Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,YEAR,IS_BANKRUPT
6955,-9.5,-56.52,-9.37,0.05,0.74,0.76,359.1,79.82,245.08,5.73,0.83,4.95,5.95,21.93,83.2,-7.98,0.43,8.22,31.0,127.5,12.43,40.57,8.75,0.08,0.9,0.91,256.31,47.93,158.65,1.53,0.69,2.26,3.26,60.72,69.37,19.94,0.73,0.0,34.01,70.49,9.69,23.53,7.86,0.24,0.86,0.86,296.24,53.82,166.74,0.24,0.59,1.42,2.43,47.99,58.84,16.68,0.83,0.01,31.09,68.26,13,0
6956,1.95,9.89,1.4,0.04,1.08,1.14,261.45,170.67,164.75,10.64,0.73,3.7,5.08,19.13,80.33,4.07,3.09,0.0,12.34,98.09,1.96,8.6,1.18,0.08,1.56,1.57,219.53,186.93,90.97,1.03,0.77,3.38,4.39,17.43,77.25,3.86,4.34,17.83,9.33,83.11,4.55,8.91,3.75,0.3,3.2,3.33,300.46,211.47,79.91,11.14,0.49,0.96,1.96,21.16,48.89,12.66,5.86,0.0,13.67,62.39,13,0
6957,21.17,37.36,7.47,1.24,1.46,1.46,128.44,11.99,30.95,,0.43,0.77,1.77,34.16,43.34,80.67,1.55,18.91,4.59,21.36,12.41,20.87,1.82,0.7,1.01,1.01,53.31,6.55,20.77,,0.4,0.67,1.68,50.06,40.54,120.48,1.01,0.0,5.51,36.51,7.33,29.9,3.47,0.37,1.2,1.2,172.88,106.56,127.8,,0.75,3.08,4.08,21.81,75.47,22.1,2.64,0.0,6.85,112.48,13,0
6958,11.28,80.56,14.3,0.41,0.43,0.43,461.76,8.76,373.97,,0.86,6.14,7.14,11.28,86.0,14.2,0.28,0.0,0.0,0.0,-18.29,-213.01,-10.77,0.02,0.06,0.86,214.38,7.78,193.56,157.66,0.91,10.64,11.64,-3.09,91.41,-11.64,0.41,0.0,8.95,257.22,-44.33,160.48,-16.36,0.19,0.21,0.25,134.68,3.13,168.92,6.31,1.27,-4.61,-3.62,-35.95,127.62,-21.06,-0.41,0.0,3.09,-54.17,13,0
6959,38.08,91.11,12.29,0.19,1.21,1.23,117.52,67.48,66.19,1.56,0.58,1.39,2.39,56.95,58.2,69.4,1.43,0.0,6.09,27.49,24.92,83.91,8.4,0.06,0.91,0.92,122.69,71.23,84.19,0.68,0.7,2.37,3.37,50.7,70.3,39.98,0.86,0.0,8.69,42.42,27.89,80.24,7.53,0.35,0.8,0.81,98.54,27.96,62.02,0.7,0.65,1.88,2.88,64.59,65.24,49.73,0.76,0.0,9.91,47.63,13,0
6960,0.32,2.95,0.07,0.64,2.18,2.18,78.51,47.75,30.95,0.0,0.89,8.1,9.1,112.41,89.02,14.8,4.54,0.0,24.18,87.7,10.03,43.03,2.09,1.01,2.57,2.57,75.87,45.59,29.12,0.0,0.77,3.29,4.29,116.19,76.69,33.92,,0.0,22.13,69.82,42.88,77.52,9.87,1.21,3.41,3.41,83.99,53.3,24.27,,0.45,0.81,1.81,159.45,44.69,95.95,,0.0,26.82,65.58,13,0
6961,0.02,0.02,0.02,1.89,4.57,5.78,264.7,84.47,31.58,38.79,0.15,0.17,1.17,59.26,14.63,39.15,2.85,0.0,43.08,94.83,0.22,0.29,0.17,1.87,3.31,3.62,276.83,82.19,56.97,17.82,0.23,0.3,1.31,55.4,23.51,21.86,3.12,0.0,41.96,96.07,0.21,0.25,0.21,1.65,5.55,6.2,354.69,146.57,37.53,24.6,0.13,0.15,1.15,60.34,13.18,39.76,2.61,0.0,58.42,89.6,13,0
6962,0.64,0.79,0.46,4.09,5.64,8.28,259.87,34.66,24.47,65.4,0.18,0.22,1.23,67.59,18.68,48.51,4.25,0.0,47.8,90.75,-1.71,-2.04,-1.18,2.4,4.55,6.48,250.65,64.19,31.46,61.41,0.16,0.19,1.19,67.24,16.14,41.06,5.19,0.0,47.48,89.17,0.11,0.26,0.05,0.45,1.39,1.71,167.51,79.88,84.94,27.15,0.56,1.27,2.27,70.65,56.03,13.34,4.13,0.0,32.37,88.12,13,0
6963,6.09,34.09,3.23,0.02,1.11,1.11,193.42,131.79,85.13,0.05,0.82,4.6,5.6,58.12,82.14,13.98,1.08,18.38,27.65,74.77,0.33,6.29,0.14,0.01,0.94,0.94,160.96,140.71,143.83,0.03,0.95,18.29,19.29,20.16,94.82,3.01,0.64,4.0,8.77,79.26,0.0,0.09,0.0,0.01,0.9,0.98,195.29,162.38,183.44,15.6,0.96,21.41,22.41,11.69,95.54,1.5,0.68,0.0,6.25,78.98,13,0
6964,-15.26,-21.3,-5.4,0.51,3.56,3.59,128.75,100.54,33.07,1.17,0.28,0.4,1.4,117.05,28.37,-53.76,,0.0,46.8,105.13,61.21,78.11,37.01,1.8,4.58,4.59,220.05,111.79,40.19,0.48,0.22,0.28,1.28,111.86,21.64,283.11,,0.0,30.62,40.25,54.53,74.73,25.4,1.56,3.63,3.71,170.01,81.58,39.42,2.84,0.27,0.37,1.37,90.2,27.03,202.75,5.94,0.0,16.61,34.08,13,0
6965,7.0,64.8,10.68,0.08,1.09,1.09,555.38,489.4,486.48,,0.89,8.26,9.26,16.64,89.2,10.32,3.31,0.0,14.71,47.09,3.52,41.54,7.55,0.07,1.06,1.07,781.55,699.97,704.35,8.24,0.92,10.81,11.81,11.08,91.53,6.16,4.39,0.0,16.25,54.47,1.62,16.34,4.86,0.09,1.07,1.1,1096.66,942.77,969.8,35.82,0.9,9.11,10.11,9.89,90.11,3.0,11.47,0.0,24.85,72.31,13,0
6966,-12.6,-354.55,-9.21,0.65,1.47,2.62,266.13,35.98,85.05,99.44,0.96,27.15,28.15,26.27,96.45,-10.83,0.6,0.0,28.41,137.32,22.68,88.56,19.99,1.25,3.05,3.99,320.86,119.72,75.64,72.14,0.74,2.91,3.91,44.52,74.4,31.74,5.62,0.0,19.25,41.28,-21.29,-142.3,-82.49,0.37,2.32,3.39,1414.32,533.55,383.13,415.92,0.85,5.68,6.68,-1.79,85.04,-22.98,2.3,0.0,75.55,-545.79,13,0
6967,35.68,38.47,23.93,7.43,16.83,17.74,244.12,118.87,12.65,11.69,0.07,0.08,1.08,74.38,7.24,521.27,13.64,0.0,25.96,44.83,8.93,22.65,9.55,0.31,1.57,1.64,389.29,288.67,228.01,15.87,0.61,1.54,2.54,25.91,60.6,16.56,14.88,0.0,18.16,59.02,31.7,49.9,38.79,0.09,2.62,2.78,446.64,391.02,154.96,25.7,0.36,0.57,1.57,38.97,36.48,88.33,31.27,0.0,8.9,15.64,13,0
6968,-0.68,-0.72,-0.6,4.29,8.15,10.47,321.32,60.79,15.72,36.94,0.05,0.05,1.05,3.74,4.97,317.29,2.0,0.0,3.9,19.84,-0.48,-0.56,-0.78,0.34,2.62,5.02,595.54,188.38,33.32,200.81,0.14,0.16,1.16,4.63,14.15,73.26,2.94,8.35,8.37,33.96,7.36,18.84,53.13,0.01,0.59,1.48,2636.02,930.25,1551.01,1424.37,0.61,1.56,2.56,9.89,60.95,13.87,4.04,1.24,18.27,50.58,13,0
6969,1.53,2.7,1.6,0.17,0.97,1.25,380.19,115.83,130.3,40.54,0.43,0.76,1.76,15.78,43.34,13.63,1.18,3.73,14.89,63.38,0.74,1.07,0.77,0.04,0.97,1.5,378.47,87.97,86.09,50.51,0.31,0.44,1.44,15.76,30.55,19.48,1.19,2.13,15.62,63.06,1.41,1.97,1.44,0.67,1.4,1.92,374.41,62.18,85.11,44.63,0.29,0.4,1.4,16.8,28.63,21.25,1.36,0.0,15.79,54.54,13,0
6970,26.39,46.81,15.0,0.1,2.49,2.49,206.91,191.38,80.26,0.0,0.44,0.77,1.77,83.27,43.61,64.29,26.6,0.0,32.33,62.13,2.93,8.29,2.21,0.29,1.61,1.61,273.87,219.44,131.86,0.0,0.65,1.83,2.83,64.44,64.67,6.82,49.5,12.64,46.28,88.52,7.0,16.16,4.77,0.17,1.89,1.89,248.84,223.42,129.37,,0.57,1.31,2.31,58.29,56.66,13.48,,0.22,34.96,81.4,13,0
6971,0.55,2.28,0.38,0.47,1.29,1.36,256.34,151.37,184.28,12.55,0.76,3.18,4.18,32.24,76.09,0.72,,0.0,22.32,129.32,1.61,3.06,0.34,1.07,2.16,2.49,76.74,33.31,30.44,10.2,0.47,0.9,1.9,52.58,47.48,3.38,,0.0,10.75,88.48,0.72,3.72,0.35,0.45,1.01,1.12,177.07,45.72,82.28,8.83,0.81,4.19,5.19,17.66,80.75,6.23,1.12,31.03,8.22,59.48,13,0
6972,20.78,26.53,13.82,2.9,4.23,4.23,242.1,66.6,49.91,,0.22,0.28,1.28,29.76,21.68,104.98,6.77,0.0,5.97,24.42,20.47,80.11,12.2,0.8,1.18,1.18,216.89,60.7,158.4,,0.74,2.91,3.91,30.09,74.44,31.4,2.05,0.0,5.73,24.77,22.72,33.13,11.57,1.95,2.83,2.83,185.78,47.55,54.04,,0.31,0.46,1.46,33.35,31.4,80.79,4.27,0.0,5.41,38.58,13,0
6973,4.45,6.44,6.84,0.88,1.91,1.91,559.2,157.94,153.42,0.47,0.31,0.45,1.45,27.27,30.86,26.32,1.87,0.0,35.06,68.99,4.74,6.26,6.07,0.45,3.29,3.29,465.99,239.23,84.34,0.16,0.24,0.32,1.32,23.85,24.21,40.55,1.98,0.0,24.45,61.25,3.03,3.58,3.66,2.79,5.15,5.18,440.49,118.3,49.95,1.19,0.15,0.18,1.18,24.88,15.23,53.47,2.17,0.0,26.36,68.69,13,0
6974,14.58,16.64,2.75,7.24,7.5,8.24,68.64,2.02,7.94,6.0,0.12,0.14,1.14,138.4,12.34,118.13,,0.0,23.35,82.65,8.24,13.57,2.26,2.31,2.35,2.54,99.74,1.69,37.95,7.31,0.39,0.65,1.65,115.62,39.23,21.01,,0.0,29.42,82.4,6.75,8.72,1.87,4.15,4.27,4.61,101.38,2.51,21.03,7.25,0.23,0.29,1.29,129.92,22.68,29.74,,0.0,34.21,86.76,13,0
6975,6.83,11.04,1.17,1.98,1.98,1.98,62.53,,16.99,,0.38,0.62,1.62,323.61,38.17,77.65,1.47,0.0,54.42,89.56,5.28,8.74,1.09,2.56,2.86,2.86,75.28,6.22,20.62,,0.4,0.67,1.66,284.17,39.59,64.65,3.2,0.0,57.68,89.99,7.87,17.25,1.93,1.24,3.3,3.3,89.29,54.97,27.05,0.0,0.54,1.19,2.19,221.63,54.35,38.67,,-0.39,52.29,89.94,13,0
6976,-184.44,109.11,-89.94,0.04,0.29,0.29,177.5,103.95,431.65,0.0,2.69,-1.59,-0.59,-44.67,269.04,-64.22,-4.99,0.0,68.16,-592.99,-191.96,46.69,-55.1,0.0,0.12,0.12,104.47,56.64,503.91,,5.11,-1.24,-0.24,-61.75,511.15,-37.55,-9.35,0.0,37.37,-222.58,-12.65,4.85,-0.88,0.06,0.18,0.18,25.34,10.87,87.24,,3.61,-1.38,-0.38,79.81,360.69,2.44,-7.74,0.0,6.42,102.23,13,0
6977,6.66,12.0,5.98,0.36,3.58,3.64,327.08,257.97,80.21,5.12,0.45,0.8,1.8,22.27,44.49,27.67,6.45,0.0,14.02,47.41,0.17,0.34,0.26,1.4,8.51,8.95,552.07,235.31,33.12,15.03,0.5,0.99,1.99,14.92,49.75,22.28,1.57,19.24,22.37,50.95,2.1,4.2,1.33,1.02,2.42,2.6,230.39,54.41,39.11,7.52,0.5,1.0,2.0,31.16,49.99,22.35,1.31,21.09,18.34,70.46,13,0
6978,-1.82,-15.51,-0.78,-0.36,1.14,1.14,156.93,150.77,100.25,,0.88,7.54,8.54,47.23,88.29,9.06,1.34,20.22,21.14,94.52,-15.19,-2859.8,-4.46,-0.38,0.95,0.95,106.79,109.42,82.7,0.0,0.99,187.26,188.26,85.64,99.47,-0.8,0.83,17.74,29.58,94.2,-21.39,-78.98,-8.82,-0.81,1.4,1.4,150.52,182.22,82.19,,0.73,2.69,3.69,91.87,72.92,-3.05,2.02,12.51,46.7,93.99,13,0
6979,0.98,558.43,1.91,0.03,5.06,5.06,706.37,596.7,118.81,,0.83,469.19,568.23,0.98,99.82,1.19,,0.0,0.0,0.0,0.37,62.57,0.52,0.03,1.47,1.47,506.63,405.17,279.94,,0.78,131.12,168.88,0.62,99.41,0.48,,0.0,0.35,28.02,3.08,79.13,1.98,0.02,1.09,1.09,233.9,223.51,192.04,,0.9,23.2,25.65,3.74,96.1,3.57,2.39,7.21,0.42,13.27,13,0
6980,2.31,-5.25,0.82,0.04,0.39,0.61,128.38,47.75,169.21,38.69,1.44,-3.27,-2.27,7.15,144.09,8.73,-1.96,5.35,1.71,25.53,11.3,-29.55,4.12,0.05,0.34,0.68,132.67,38.05,173.78,58.5,1.38,-3.62,-2.62,17.19,138.23,15.48,-3.26,4.16,2.15,18.35,-31.55,141.58,-18.23,-0.02,0.59,0.76,210.89,128.16,241.36,42.47,1.22,-5.49,-4.49,-20.93,122.28,-19.94,-1.53,1.97,6.14,-103.15,13,0
6981,-26.32,2.0,,0.07,0.07,0.07,,,,,14.16,-1.08,-0.08,-26.32,1415.96,-0.21,,0.0,,,-3.52,0.26,,0.07,0.07,0.07,,,,,14.65,-1.07,-0.07,-3.52,1465.02,-0.24,,0.0,,,4.61,-23.89,4.34,0.05,0.84,0.84,343.76,317.96,401.73,,1.19,-6.19,-5.19,4.61,119.28,3.86,,0.0,0.0,0.0,13,0
6982,13.59,26.96,122.19,0.43,1.68,1.83,3273.82,1192.69,955.13,144.97,0.5,0.98,1.98,22.77,49.61,46.06,1.59,19.52,82.61,-8.92,15.62,19.98,59.74,11.84,12.4,14.81,1392.64,24.59,43.88,107.28,0.22,0.28,1.28,19.08,21.83,92.35,1.91,17.9,13.27,-6.07,-13.76,-17.6,-679.57,4.92,5.22,6.05,18024.12,392.89,1317.29,1109.7,0.22,0.28,1.28,0.57,21.79,-38.55,1.7,13.65,707.56,-18.22,13,0
6983,2.24,2.92,2.04,0.1,4.39,4.39,330.82,319.5,74.58,,0.23,0.3,1.3,2.24,23.15,9.7,,0.0,0.0,0.0,-0.31,-0.31,-1.42,,,,1652.78,1580.97,0.0,0.0,0.0,0.0,1.0,-0.31,0.47,-66.45,,0.0,0.0,0.0,-1.22,-1.59,-6.43,0.16,4.29,4.29,1920.53,1823.03,441.59,,0.23,0.3,1.3,-1.22,23.31,-5.24,,0.0,0.0,0.0,13,0
6984,46.36,98.89,9.91,1.51,2.3,2.3,77.83,24.81,31.57,0.01,0.42,0.9,2.13,175.64,53.12,111.79,27.5,0.0,27.64,67.57,42.14,99.25,10.89,1.0,1.91,1.91,94.07,41.04,45.25,0.0,0.49,1.15,2.36,152.63,57.54,87.0,75.31,0.0,28.55,65.51,43.96,99.45,10.1,1.52,2.8,2.8,83.84,32.18,25.12,0.04,0.31,0.7,2.26,177.7,55.79,143.93,4.25,0.0,30.72,69.06,13,0
6985,8.09,38.04,29.06,1.12,1.27,1.27,1307.29,156.06,1017.91,,0.79,3.7,4.7,8.09,78.73,10.28,,0.0,0.0,0.0,32.09,34.71,80.55,13.14,13.28,13.28,913.58,9.6,68.04,,0.08,0.08,1.08,32.09,7.53,426.19,,0.0,0.0,0.0,0.13,0.5,0.42,0.09,0.1,0.1,1171.21,3.23,852.28,,0.74,2.81,3.81,0.13,73.78,33.06,0.28,0.0,0.0,0.0,13,0
6986,-11.9,-20.7,-78.34,24.13,24.13,501.69,2395.91,0.0,4.01,1942.18,0.42,0.74,1.74,-11.9,42.49,-16.19,3.81,0.0,0.0,0.0,-6.0,-10.98,-213.49,9.61,9.61,119.63,12949.44,,95.71,10676.25,0.45,0.83,1.83,-6.0,45.37,-1.55,5.16,0.0,0.0,0.0,-7.61,-14.93,-36.53,23.78,24.52,80.45,1752.46,,20.26,1149.09,0.49,0.96,1.96,-7.61,49.03,-3.93,8.97,0.0,0.0,0.0,13,0
6987,5.69,66.05,8.28,0.01,1.07,1.07,529.82,0.0,400.58,0.0,0.91,10.62,11.62,5.99,91.39,7.51,1.27,0.0,0.44,3.28,21.62,48.37,3.06,1.93,2.8,2.81,51.45,,7.73,0.11,0.55,1.24,2.24,31.27,55.31,80.63,1.53,0.0,1.36,26.97,-109.08,311.54,-53.61,0.15,0.36,0.36,179.39,16.57,182.24,,1.35,-3.86,-2.86,-95.26,135.01,-55.68,-0.05,0.0,6.8,-26.23,13,0
6988,-10.81,-11.11,,,,,,,,,0.03,0.03,1.03,-10.81,2.7,-400.0,,0.0,,0.0,13.4,13.85,7.88,103.94,103.94,103.94,213.98,,2.04,,0.03,0.03,1.03,13.4,3.28,408.94,,0.0,0.0,0.0,-54.5,-194.8,-17.63,0.34,1.39,1.39,118.09,87.18,83.44,0.0,0.72,2.57,3.57,-54.5,72.02,-75.67,,0.0,0.0,0.0,13,0
6989,8.62,12.91,4.82,2.39,3.01,3.01,203.42,41.62,66.88,0.0,0.33,0.5,1.5,8.62,33.24,25.92,,0.0,0.0,0.0,5.94,18.89,3.53,0.83,1.44,1.44,216.11,89.63,146.5,,0.69,2.18,3.18,5.94,68.54,8.67,,0.0,0.0,0.0,0.57,1.64,0.34,0.7,1.53,1.53,218.48,117.7,140.62,,0.65,1.88,2.88,0.85,65.26,0.87,,0.0,0.17,11.86,13,0
6990,2.4,23.96,0.68,0.53,1.13,1.13,103.32,53.54,88.56,,0.9,8.99,10.0,42.56,90.0,7.34,16.51,0.0,11.4,77.46,4.79,28.59,0.48,0.21,1.09,1.09,36.73,25.23,28.68,0.0,0.83,4.97,5.98,46.08,83.26,8.95,1.42,0.0,4.17,87.03,4.99,28.57,0.69,0.56,0.84,0.84,50.39,9.63,34.98,,0.83,4.73,5.73,38.89,82.53,17.79,0.69,0.0,4.68,63.38,13,0
6991,-6.99,-66.68,-3.13,0.03,0.89,0.89,163.02,112.71,103.94,,0.9,8.54,9.54,27.54,89.51,-4.73,1.03,16.83,15.46,75.63,-3.51,-53.69,-1.79,0.02,0.78,0.78,185.83,122.16,100.55,0.0,0.93,14.3,15.3,27.98,93.46,1.04,0.34,33.52,16.08,82.25,2.25,26.59,0.76,0.01,0.71,0.71,123.18,77.11,84.47,,0.92,10.84,11.84,23.82,91.55,3.02,0.25,20.31,7.28,72.32,13,0
6992,5.07,21.71,1.79,0.13,1.21,1.23,128.42,104.19,96.36,1.96,0.77,3.28,4.28,26.68,76.64,9.15,3.7,0.0,7.62,71.86,22.49,60.51,12.22,0.13,1.49,1.51,197.8,166.21,121.86,1.52,0.63,1.69,2.69,36.17,62.83,39.48,6.09,0.0,7.43,30.73,31.73,68.66,17.94,0.01,1.75,1.78,206.38,189.05,108.46,3.4,0.54,1.16,2.16,44.74,53.79,63.49,9.34,0.0,7.36,31.25,13,0
6993,7.67,32.8,2.5,-0.06,1.07,1.31,118.73,62.17,54.94,13.33,0.77,3.27,4.27,9.72,76.61,30.65,1.38,13.45,0.67,7.35,-8.53,-49.78,-3.07,-0.63,0.58,0.99,131.13,72.27,59.41,24.55,0.83,4.84,5.84,-2.25,82.87,13.16,1.09,12.09,2.26,38.07,0.3,1.84,0.12,-0.09,0.84,1.04,148.51,81.89,88.29,17.93,0.84,5.16,6.16,5.32,83.75,15.9,1.2,8.94,2.04,20.25,13,0
6994,-0.44,-0.58,-0.2,0.86,2.92,2.92,168.89,83.77,40.64,,0.24,0.32,1.32,156.31,24.33,70.45,3.0,0.0,72.73,85.51,0.43,0.57,0.17,0.84,1.52,1.52,143.53,22.76,33.71,0.0,0.24,0.31,1.31,198.47,23.93,136.27,1.21,0.0,78.09,89.56,0.08,0.12,0.03,1.8,2.01,2.01,157.82,11.28,53.91,0.0,0.35,0.53,1.54,154.63,34.95,82.64,2.24,0.0,66.83,79.41,13,0
6995,0.49,8.62,0.16,0.46,0.89,0.89,120.62,47.26,111.74,,0.94,16.59,17.59,13.47,94.32,8.39,0.36,0.0,4.3,54.57,-10.14,-230.59,-4.31,0.35,0.89,0.89,154.69,77.21,142.19,0.0,0.96,21.75,22.75,6.35,95.6,-0.51,0.41,0.0,7.01,124.87,-0.24,-4.01,-0.13,0.57,0.84,0.86,200.73,42.59,161.48,4.62,0.94,15.52,16.52,23.18,93.95,12.86,0.29,0.0,12.88,81.24,13,0
6996,8.17,59.07,9.41,0.01,0.62,0.7,419.43,138.21,199.58,18.71,0.78,5.66,7.23,26.8,86.17,20.79,0.59,26.07,21.47,50.03,2.66,16.75,3.2,0.05,0.37,0.44,437.21,67.87,198.24,17.85,0.66,4.13,6.29,20.72,84.09,17.57,0.36,17.0,21.69,65.33,-0.8,-6.08,-1.04,0.0,0.45,0.54,476.28,133.92,245.9,30.1,0.73,5.55,7.63,20.95,86.9,10.31,0.28,16.86,28.37,73.36,13,0
6997,5.31,46.01,7.79,0.11,0.79,1.48,533.73,242.18,351.96,244.62,0.85,7.38,8.66,6.12,88.45,6.25,584.96,0.0,1.18,10.69,10.38,33.78,6.37,0.24,1.58,2.01,223.55,147.1,109.84,47.8,0.69,2.26,3.26,12.64,69.28,15.01,664.4,0.0,1.39,14.25,6.99,17.41,6.09,0.3,2.13,2.3,317.89,249.01,136.37,23.85,0.6,1.49,2.49,9.92,59.84,11.73,970.98,0.0,2.55,22.85,13,0
6998,0.85,2.48,2.23,0.52,1.07,1.07,278.76,341.83,614.47,,0.66,1.9,2.9,0.85,65.52,3.69,1.17,0.0,0.0,0.0,36.31,65.95,63.81,1.06,1.87,1.89,639.67,231.19,284.33,4.34,0.45,0.82,1.82,42.53,44.94,82.68,3.61,0.0,10.92,11.92,2.79,7.93,3.9,1.09,1.3,1.3,508.91,59.47,294.61,,0.65,1.84,2.84,4.07,64.77,6.49,1.47,0.0,1.78,18.75,13,0
6999,71.23,92.98,16.55,3.29,4.44,4.45,84.57,19.84,17.23,0.16,0.23,0.31,1.31,151.09,23.39,326.77,10.9,0.0,18.55,45.29,73.84,95.74,27.65,3.63,4.61,4.61,136.3,27.53,28.29,0.14,0.23,0.3,1.3,128.45,22.87,334.45,31.55,0.0,20.45,36.31,50.16,96.67,29.15,1.59,1.75,1.75,212.1,15.97,97.87,0.08,0.48,0.93,1.93,82.99,48.11,113.2,3.05,0.0,19.08,32.97,13,0
7000,48.52,71.2,16.86,0.29,3.14,3.14,75.08,4.91,39.86,0.0,0.32,0.47,1.47,86.46,31.86,152.31,,0.0,13.19,38.7,13.59,39.36,5.34,0.37,1.72,1.72,143.1,0.0,55.87,0.0,0.65,1.9,2.9,66.05,65.48,25.8,1.89,0.0,20.63,71.54,-21.58,-75.51,-11.88,0.54,1.92,1.92,200.88,54.62,39.61,,0.71,2.5,3.5,63.35,71.42,2.28,1.31,0.0,46.74,89.0,13,0
7001,33.81,38.18,11.05,1.22,8.73,8.73,118.94,101.19,13.47,,0.11,0.13,1.13,43.15,11.45,295.12,,0.0,3.05,20.77,27.51,37.86,9.42,1.05,4.29,4.29,124.62,86.14,26.6,,0.27,0.38,1.38,54.9,27.33,105.32,10.55,0.0,9.38,46.36,24.18,26.98,8.77,4.44,14.05,14.05,132.41,83.88,8.73,,0.1,0.12,1.12,53.2,10.4,252.9,15.43,0.0,10.53,49.8,13,0
7002,4.5,13.86,0.48,1.26,1.44,1.44,38.65,4.53,25.17,,0.68,2.08,3.08,67.52,67.57,29.98,26.44,0.0,6.69,46.1,10.12,41.04,1.53,0.03,1.33,1.33,55.07,52.81,40.68,0.0,0.75,3.05,4.05,40.36,75.34,13.43,52.43,0.0,4.57,60.95,11.2,33.42,1.02,0.28,0.87,0.87,33.11,12.6,21.5,,0.66,1.98,2.98,35.92,66.49,42.89,0.8,0.0,2.24,47.25,13,0
7003,6.95,7.16,2.34,22.22,23.53,23.54,122.45,4.52,3.44,0.03,0.03,0.03,1.03,29.33,2.93,603.41,3.02,0.0,7.53,51.88,4.16,5.42,1.37,12.44,12.48,12.48,120.16,0.25,6.32,0.04,0.23,0.3,1.3,21.73,23.26,76.82,2.86,0.0,5.8,52.3,,-50.43,-3.61,,0.0,,,,60.0,,,2.78,0.0,,,3.49,,,6.4,106.84,13,0
7004,5.52,29.9,4.26,0.1,0.57,0.67,281.27,82.12,161.08,19.59,0.81,4.41,5.42,29.17,81.54,12.02,0.57,17.8,18.28,63.44,10.16,32.11,8.49,0.23,0.6,0.69,304.16,60.19,176.92,16.87,0.68,2.16,3.16,33.75,68.37,22.34,0.66,4.29,19.72,80.46,-7.48,-26.66,-9.85,0.14,0.43,0.52,480.63,85.03,285.75,27.59,0.72,2.56,3.56,7.32,71.94,-4.04,0.48,9.41,19.49,105.45,13,0
7005,5.6,10.55,2.31,0.34,2.13,2.13,98.65,124.88,69.77,0.0,0.47,0.88,1.88,5.6,46.95,11.93,,0.0,0.0,0.0,2.26,13.74,0.68,0.42,0.77,0.77,109.52,31.63,60.1,0.11,0.84,5.07,6.07,2.26,83.54,2.71,0.47,28.05,0.0,0.0,1.55,7.97,0.8,0.68,0.87,0.88,187.93,29.33,149.3,0.31,0.81,4.14,5.14,1.55,80.55,13.76,0.68,0.0,0.0,0.0,13,0
7006,-60.06,-78.42,,1.48,1.48,1.48,,,,,0.23,0.31,1.31,-4.03,23.42,-256.44,1.18,0.0,,-72.01,53.39,64.0,26.08,2.87,4.52,4.52,177.82,47.68,28.96,0.0,0.17,0.2,1.2,96.15,16.58,321.97,3.27,0.0,20.89,41.94,16.23,19.16,9.55,0.66,1.68,1.68,214.89,32.45,31.82,,0.15,0.18,1.18,71.13,15.3,106.08,1.14,0.0,32.32,72.45,13,0
7007,19.02,68.72,6.14,0.38,1.54,1.54,117.55,74.82,64.58,0.0,0.72,2.61,3.61,35.73,72.33,36.24,3.03,0.0,5.4,34.28,3.99,15.15,1.91,0.26,1.53,1.53,174.23,104.84,82.55,,0.74,2.8,3.8,19.1,73.65,16.01,2.29,0.0,7.23,52.3,1.57,6.31,1.15,0.05,1.15,1.15,265.69,151.14,137.84,,0.64,2.56,4.01,17.15,75.06,16.78,1.58,0.0,11.34,51.95,13,0
7008,-3.33,-3.33,,,,,,,,,0.0,0.0,1.0,-3.33,0.0,,,0.0,,0.0,-5.54,-5.54,,,,,,,,,,,1.0,-5.54,0.0,,,0.0,,0.0,1.33,45.1,1.72,0.14,1.03,1.03,470.95,401.28,450.79,,0.97,32.88,33.88,1.33,97.05,1.37,,0.0,0.0,0.0,13,0
7009,6.45,9.04,4.07,0.25,4.55,5.75,230.01,86.69,16.0,24.63,0.29,0.4,1.4,28.52,28.65,134.7,1.87,1.83,13.95,36.07,9.97,32.02,9.25,0.01,1.13,1.19,337.91,240.86,190.36,12.43,0.69,2.21,3.21,20.83,68.87,27.52,1.5,7.33,10.09,33.26,10.17,54.9,12.14,0.04,0.75,0.93,435.58,190.81,197.02,49.52,0.81,4.4,5.4,19.3,81.48,21.79,0.88,17.15,10.9,51.24,13,0
